Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP292300B4,230065938,Montgomery County Police,Property Damage Crash,11/12/2023 02:15:00 PM,County,ENNALLS AVE,GEORGIA AVE,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8EE76097-D9FE-4F7C-96CC-E205820EAA78,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,1ED221B1-5C89-4B04-9077-187B6287017F,DISABLING,ELEVEN OCLOCK,PICKUP TRUCK,MAKING LEFT TURN,South,25,No,No,2017,NISSAN,FRONTIER,39.03189437,-77.07470031,(39.03189437 -77.07470031)
EJ78870035,230061978,Gaithersburg Police Depar,Property Damage Crash,10/22/2023 03:00:00 PM,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,,7274AC3F-653D-4E1D-9697-7A361E3F691B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4BE9E1BD-797C-48DF-B13B-95E5AC811127,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2022,NISS,SD,39.15462307,-77.2088226,(39.15462307 -77.2088226)
MCP2799004J,180042926,Montgomery County Police,Injury Crash,08/28/2018 10:29:00 AM,County,BONIFANT RD,ANTIETAM CT,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,1F525D78-0277-4F8A-8C1F-C7C4905CC65D,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,3D5D2E9C-E4B8-4551-8321-042521573E54,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2018,HYUN,TRUCK,39.09504,-77.00451333,(39.09504 -77.00451333)
MCP3262003C,230054276,Montgomery County Police,Property Damage Crash,09/11/2023 04:38:00 PM,Maryland (State),OLD COLUMBIA PIKE,SPUR FR OLD COLUMBIA PIKE,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0C5BFB54-889F-419A-9F20-CBA7E22AB8CB,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,9CB40530-9C46-49E0-A3C3-A71C70129F5C,DISABLING,THREE OCLOCK,PASSENGER CAR,ACCELERATING,West,35,No,No,2012,ACUR,SD,39.10726083,-76.93753717,(39.10726083 -76.93753717)
MCP2934005Q,230057740,Montgomery County Police,Property Damage Crash,09/30/2023 06:47:00 PM,,,,PARKING LOT OF 4910 ELM ST,,,SAME DIRECTION RIGHT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,F8025F11-9E94-49B5-8130-3E748A57BA0A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,398560F3-B804-40C3-A0E7-6BFC71482A79,FUNCTIONAL,THREE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING RIGHT TURN,Unknown,0,No,No,2023,TOYOTA,HIGHLANDER,38.98178222,-77.09659243,(38.98178222 -77.09659243)
MCP13780155,230048270,Montgomery County Police,Injury Crash,08/07/2023 04:55:00 PM,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,,ROCKVILLE,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,512A8495-B49A-4743-8518-8E035589D772,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,452B740C-8638-49A7-B01E-AC96C8A2AA14,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,East,30,No,No,2011,TOYT,HIGHLANDER,39.07544167,-77.11728167,(39.07544167 -77.11728167)
MCP3068004Z,230057363,Montgomery County Police,Property Damage Crash,09/28/2023 06:30:00 PM,County,MONTGOMERY LA,WISCONSIN AVE,,N/A,,SAME DIRECTION SIDESWIPE,N/A,DRY,DAYLIGHT,N/A,N/A,,A20E9718-CE7D-44F1-B196-077E43F50667,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,,CE3FB594-1A4B-4E77-87B5-00552561262A,UNKNOWN,UNKNOWN,,MOVING CONSTANT SPEED,East,35,No,No,0,UNKNOWN,UNKNOWN,38.9836705,-77.0928705,(38.9836705 -77.0928705)
MCP285900DM,230050094,Montgomery County Police,Property Damage Crash,08/18/2023 12:30:00 PM,Maryland (State),FREDERICK RD,PROFESSIONAL DR,,GAITHERSBURG,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4C2634EF-BA2B-4BC5-B359-94F4955196A6,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A2702E06-A7BA-42AE-BA7A-A7342A926140,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,35,No,No,2013,NISS,ROGUE,39.16370167,-77.22618383,(39.16370167 -77.22618383)
MCP2904002Y,17006785,Montgomery County Police,Property Damage Crash,02/07/2017 11:15:00 PM,US (State),COLESVILLE RD,UNIVERSITY BLVD E,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,A367A18C-A659-482F-854F-544A5F6E3D08,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B8575911-0A44-4D0F-869D-9FA7CA7A9B84,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2009,LEXUS,ES350,39.020775,-77.01295167,(39.020775 -77.01295167)
MCP3182002B,230051135,Montgomery County Police,Property Damage Crash,08/24/2023 05:02:00 PM,Maryland (State),FREDERICK RD,GUNNERS BRANCH RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,EAD267FE-EBE2-4BA5-93D3-AB4D66C2FCF9,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F1F0F273-1258-4555-9D8D-473A1BA4AE5F,DISABLING,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2013,FORD,ESCAPE,39.17840755,-77.2383721,(39.17840755 -77.2383721)
MCP3230004Q,230058179,Montgomery County Police,Property Damage Crash,10/02/2023 02:15:00 PM,County,CHESTERFIELD RD,CANTERBURY LA,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,C9DF0D80-E629-4985-86A8-9CA3D5D0E10D,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,,5605020B-DE98-4515-82B0-5C6E358CCBD9,UNKNOWN,SIX OCLOCK,PASSENGER CAR,BACKING,North,25,No,No,0,CHEVY,MALIBU,39.09019235,-77.08401213,(39.09019235 -77.08401213)
DD5612004H,230063051,Rockville Police Departme,Property Damage Crash,10/28/2023 12:37:00 PM,Maryland (State),HUNGERFORD DR,ENT TO BUSINESSES,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D02CDA73-90F0-48A2-AEFB-4616DC1BB48C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DD449D0D-D74D-470A-8E43-2169589DCD98,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,30,No,No,2015,CHEVY,UT,39.08922302,-77.15163803,(39.08922302 -77.15163803)
EJ78860038,230061362,Gaithersburg Police Depar,Property Damage Crash,10/19/2023 07:22:00 AM,Municipality,W DEER PARK RD,S FREDERICK RD,,N/A,,SAME DIR REAR END,N/A,DRY,DAYLIGHT,NO CONTROLS,N/A,,4C32F401-650B-45CC-89F7-CF76AF675CD2,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,887C3581-0884-42C9-983E-A5B6AAF14646,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,25,No,No,2012,NISSA,ALTIMA,39.128784,-77.19264467,(39.128784 -77.19264467)
MCP33760016,230062163,Montgomery County Police,Property Damage Crash,10/23/2023 04:45:00 PM,County,BEL PRE RD,GEORGIA AVE,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D638988F-F290-4C87-B816-4EA5CD825012,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,D1A7AFDB-3EC5-4F25-BADF-1F4C8F4C23A6,DISABLING,FOUR OCLOCK,PASSENGER CAR,CHANGING LANES,West,35,No,No,2019,TOYOTA,COROLLA,39.0933305,-77.07918583,(39.0933305 -77.07918583)
MCP3129007P,230052800,Montgomery County Police,Property Damage Crash,09/02/2023 01:12:00 PM,Maryland (State),VEIRS MILL RD,TURKEY BRANCH PKWY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,EDE6CD0F-D0DA-449D-B901-CDF79C45E169,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,57BD018C-E9D4-4E58-8DE4-7F8A94884FD4,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,45,No,No,2014,TOYT,4S,39.05972717,-77.08867183,(39.05972717 -77.08867183)
MCP28710099,230067717,Montgomery County Police,Property Damage Crash,11/21/2023 09:18:00 PM,,,,PARKING LOT 11530G ROCKVILLE PIKE,,,OTHER,RAINING,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,C1630C49-BA44-429A-B9D6-3882BBDFE692,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,528C629F-BCD5-43B2-BE19-0B7D6B9EE534,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,PARKED,,0,No,Yes,2018,MERZ,E400,39.046425,-77.112815,(39.046425 -77.112815)
MCP31450042,230055958,Montgomery County Police,Property Damage Crash,09/20/2023 04:20:00 PM,Maryland (State),NEW HAMPSHIRE AVE,ELTON RD,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,14D48780-18A2-4CDB-9587-A423BABB3EBD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,930AAEB0-CCD6-4298-A23B-B7653DA409F0,SUPERFICIAL,TEN OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2016,MAZD,SD,39.02067167,-76.97683,(39.02067167 -76.97683)
MCP3174004K,230060462,Montgomery County Police,Property Damage Crash,10/14/2023 10:50:00 AM,County,LONGDRAFT RD,CLOPPER RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,7E042706-ABDA-4A31-B721-689958CE8116,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,WV,87FE0F22-2133-4AD7-AAA7-B74DA1B95195,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,No,No,2002,TOYOTA,CAMRY,39.15850833,-77.22605217,(39.15850833 -77.22605217)
MCP3372001H,230058829,Montgomery County Police,Property Damage Crash,10/05/2023 09:00:00 PM,County,PARKLAND DR,INDEPENDENCE ST,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,,E244F061-721B-49A5-903E-3A8681661220,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,BCFB1F04-AAFA-41FA-AFDD-DB279E1B69B0,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2007,HOND,4S,39.07280914,-77.08715527,(39.07280914 -77.08715527)
MCP2102004G,230065799,Montgomery County Police,Injury Crash,11/11/2023 02:48:00 PM,Maryland (State),GERMANTOWN RD,DAWSON FARM RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,41A27C43-B63F-40D4-A966-4249C46FCE28,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,C8903AA1-5457-4A6B-B733-C92896F289B4,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,40,No,No,2014,HONDA,CRV SUV,39.17330833,-77.27486667,(39.17330833 -77.27486667)
MCP32750021,230061310,Montgomery County Police,Property Damage Crash,10/15/2023 07:25:00 PM,Maryland (State),GEORGIA AVE,16TH ST,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,,BFE1101A-BB7F-4AA2-AD3C-F2A64E61DB39,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,53EEE504-9AF8-4E4C-A24F-32C10ADA46B2,SUPERFICIAL,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,40,No,No,2016,ACURA,UNKNOWN,39.00608016,-77.03910547,(39.00608016 -77.03910547)
MCP29320073,230066407,Montgomery County Police,Property Damage Crash,11/15/2023 02:51:00 AM,Maryland (State),UNIVERSITY BLVD E,COLESVILLE RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,59BB51D9-69C9-43C7-B45A-375F6C8FA0BB,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,745DEA1E-6958-41E5-A228-44233B2CBEDD,DISABLING,ONE OCLOCK,PASSENGER CAR,ACCELERATING,South,35,No,No,2022,KIA,RIO,39.01983183,-77.01309,(39.01983183 -77.01309)
MCP3009006Z,230063751,Montgomery County Police,Property Damage Crash,11/01/2023 09:40:00 AM,Maryland (State),RIDGE RD,FREDERICK RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,137F5F76-BC32-4ED7-8AD7-7B6579A82349,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,PA,028356EA-4714-4537-B860-B4FD9CA1A37F,SUPERFICIAL,SIX OCLOCK,VAN,STOPPED IN TRAFFIC LANE,South,45,No,No,2010,GMC,SAVANA,39.205095,-77.244385,(39.205095 -77.244385)
MCP3350002F,230072300,Montgomery County Police,Injury Crash,12/18/2023 05:56:00 AM,Maryland (State),CONNECTICUT AVE,ADAMS DR,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,84408472-236E-47EA-8DFE-853CE63E826B,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,5CA06DF3-4080-47A4-A0FB-709A9B0E7651,DESTROYED,TWELVE OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,South,35,No,No,2006,TOYOTA,4RUNNER,39.04705833,-77.075995,(39.04705833 -77.075995)
MCP1378016K,230066753,Montgomery County Police,Injury Crash,11/16/2023 05:26:00 PM,Maryland (State),INTERCOUNTY CONNECTOR,RAMP 3 FR MD 200 EB TO MD 650 NB,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,6F46A8CB-254C-4BB8-BC4B-51A21F73B7BC,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,BEFB92E0-E8D0-47D9-99B3-A9DBAC618B4F,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,50,No,No,2021,SUBA,IMPREZA,39.08904676,-76.99947015,(39.08904676 -76.99947015)
MCP2703003J,230070496,Montgomery County Police,Property Damage Crash,12/07/2023 07:54:00 PM,Maryland (State),UNIVERSITY BLVD E,PINEY BRANCH RD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,N/A,,68816B25-4C42-4136-9E06-3458DA04C055,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2E28F7F4-1DEB-43E7-8B9C-87049B6EB78D,UNKNOWN,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2014,CHEV,4S,38.99974785,-76.99534367,(38.99974785 -76.99534367)
MCP3280004C,230071287,Montgomery County Police,Property Damage Crash,11/24/2023 05:50:00 PM,County,CHERRY HILL RD,PLUM ORCHARD DR,,N/A,,OTHER,UNKNOWN,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,BD2D6F0D-6195-43BC-96D2-A55345A71588,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,,81593A15-838C-42E8-922F-940DA2AFDFBB,UNKNOWN,UNKNOWN,UNKNOWN,MAKING RIGHT TURN,East,40,No,No,0,UNKNOWN,UNKNOWN,39.05252161,-76.95313025,(39.05252161 -76.95313025)
MCP32700027,230062221,Montgomery County Police,Injury Crash,10/23/2023 10:06:00 PM,US (State),COLESVILLE RD,UNIVERSITY BLVD E,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,FA7F69EF-B295-4D91-9AD6-0FC6324149AD,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,A147357E-6785-426B-8642-3EA1A6C3DD4D,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,STARTING FROM LANE,West,35,No,No,2021,CHEV,TRAILBLAZER,39.01979019,-77.01322597,(39.01979019 -77.01322597)
MCP32610017,230034668,Montgomery County Police,Property Damage Crash,07/20/2023 11:40:00 PM,Maryland (State),MUNCASTER MILL RD,SHADY GROVE RD,,N/A,,OTHER,N/A,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,840FFC93-537C-49CF-AEEF-B92A23DF58D8,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,A662BAD0-AA0B-41B5-8E16-2C139098AE43,UNKNOWN,FOUR OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,45,No,No,2016,BMW,750,39.14872076,-77.14711061,(39.14872076 -77.14711061)
MCP30210078,230072967,Montgomery County Police,Injury Crash,12/21/2023 02:20:00 PM,,,,IFO 12044 CHERRY HILL ROAD IN PARKING LOT,,,STRAIGHT MOVEMENT ANGLE,N/A,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,26D74FD3-0E03-4136-95B1-13D005290DAE,Yes,SUSPECTED MINOR INJURY,N/A,LOOKED BUT DID NOT SEE,MD,6C07533B-D64B-4F06-B5AC-F37970B1130D,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,0,No,No,2004,TOYT,UT,39.05366833,-76.95484667,(39.05366833 -76.95484667)
HA24830018,23002065,Maryland-National Capital,Injury Crash,10/27/2023 03:52:00 PM,Government,BEACH DR,CONNECTICUT AVE,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,BDE00DA2-0E4B-4CE8-8C8B-5F2F4E502516,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,C0A8D74F-79D1-4446-BAE7-31B81A3442FC,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2022,TOYOTA,RAV4,39.00855102,-77.08232689,(39.00855102 -77.08232689)
MCP33720020,230068953,Montgomery County Police,Property Damage Crash,11/29/2023 04:05:00 PM,County,VEIRS MILL RD,GRIDLEY RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,D6369195-48F0-4599-B492-3C844CFAFD81,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,8BF72616-0EC3-444A-BBB8-EB94F048B0A9,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35,No,No,2010,TOYOTA,PRIUS,39.05705383,-77.08509917,(39.05705383 -77.08509917)
MCP29860008,16001239,Montgomery County Police,Injury Crash,01/07/2016 07:09:00 PM,Maryland (State),16TH ST,WASH DC LINE,,N/A,,STRAIGHT MOVEMENT ANGLE,N/A,N/A,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,364070DC-7089-45B7-A451-CFAA893C8518,No,SUSPECTED SERIOUS INJURY,N/A,NOT DISTRACTED,MD,218DDD25-CE4B-442E-AA38-4A4238B085B1,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2001,ACURA,RL,38.99799973,-77.03847975,(38.99799973 -77.03847975)
MCP27530060,230054808,Montgomery County Police,Property Damage Crash,09/14/2023 11:08:00 AM,,,,PARKING LOT OF ALBERT EINSTEIN HIGH SCHOOL,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,EF67EE1C-0E6C-4BA9-BAC2-CA7ACBC05CFC,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,4806A6A2-B52D-4C7F-B5A7-43876A524679,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,15,No,No,2012,AUDI,TK,39.03902333,-77.06959333,(39.03902333 -77.06959333)
MCP3305002K,230052540,Montgomery County Police,Property Damage Crash,09/01/2023 01:33:00 AM,Maryland (State),NEW HAMPSHIRE AVE,HILLENDALE FIRE DEPARTMENT,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,2121E200-6A8E-40CD-9470-6B3120275F35,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,PA,20F18980-229C-410D-9ADE-7B56F8D4EEAA,SUPERFICIAL,ELEVEN OCLOCK,AMBULANCE/NON EMERGENCY,PARKED,,45,No,Yes,2016,FRHT,TK,39.02996155,-76.98355187,(39.02996155 -76.98355187)
MCP33290024,230060738,Montgomery County Police,Property Damage Crash,10/15/2023 07:00:00 PM,County,LOCKWOOD DR,NEW HAMPSHIRE AVE,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,EE8118A6-07A0-4F20-89F6-96AA627DA0DB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8DEA2BFA-C35F-4373-BDA0-FCA60004DDE1,SUPERFICIAL,NINE OCLOCK,TRANSIT BUS,ACCELERATING,West,35,No,No,2020,NOVA,BU,39.0396845,-76.99101883,(39.0396845 -76.99101883)
MCP3353001J,230049886,Montgomery County Police,Property Damage Crash,08/17/2023 09:32:00 AM,County,RIVER RD,RILEYS LOCK RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,N/A,,DB5082A9-1E2F-48FC-AEDD-A325158F6639,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,3A77559D-7B6D-4BBA-9E6D-2F8C44FC7B17,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,North,40,No,No,2023,SUBA,UT,39.0784905,-77.33945717,(39.0784905 -77.33945717)
MCP3322001T,230046088,Montgomery County Police,Injury Crash,07/25/2023 10:02:00 PM,County,BEL PRE RD,GEORGIA AVE,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,0C7A16B3-E13A-4DE6-8379-31B5732AC217,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,501107A2-5031-4E08-BA8A-8107F9BC4F59,DISABLING,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,No,No,2019,HONDA,FIT,39.09338467,-77.07892217,(39.09338467 -77.07892217)
MCP3339002C,230048540,Montgomery County Police,Property Damage Crash,08/09/2023 11:04:00 AM,Maryland (State),NORBECK RD,BAUER DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,4669FD40-F541-4313-B847-ED0C292DCB19,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,43C825DC-1C2E-48DC-AC39-0EA7F5950603,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,West,35,No,No,2012,MERCEDES,ML 350,39.09763867,-77.10577067,(39.09763867 -77.10577067)
MCP2760003Z,230050746,Montgomery County Police,Property Damage Crash,08/22/2023 05:20:00 PM,Maryland (State),MONTGOMERY VILLAGE AVE,SPUR FR MD 124 TO MD 124,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,81672B11-9A51-44F3-B845-6E38C1F4E03A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,NC,4B9C52F8-3590-48C8-AF92-712CC1FA9C77,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2018,TOYOTA,CAMRY,39.15947,-77.202375,(39.15947 -77.202375)
MCP3312004J,230071688,Montgomery County Police,Property Damage Crash,12/14/2023 11:15:00 AM,US (State),COLUMBIA PIKE,RAMP 6 FR BRIGGS CHANEY RD TO US 29 SB,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,278F237B-F008-4445-881B-842059A1BDCD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8BADA4FA-3D30-4857-915B-6B92DBAC5C4F,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,50,No,No,2022,ACUR,UT,39.04759667,-76.98537333,(39.04759667 -76.98537333)
MCP24450050,230046634,Montgomery County Police,Property Damage Crash,07/28/2023 12:53:00 PM,Maryland (State),GERMANTOWN RD,MILLENNIUM CT,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3FEDDECC-A1F7-44F7-9FE2-D3FC11353BD8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C3FBAD09-4836-4990-B0C3-439BA9B2A034,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,45,No,No,2022,GENISIS,GV80,39.19219217,-77.24368267,(39.19219217 -77.24368267)
MCP2586006Q,230058129,Montgomery County Police,Property Damage Crash,10/02/2023 04:50:00 PM,County,FATHER HURLEY BLVD,EISENHOWER MEMORIAL HWY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,823CF2AF-F422-4B23-9D2B-B2308665D3AE,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,3BEDDE36-4247-479C-BA5C-7BB983FEE6DC,FUNCTIONAL,SIX OCLOCK,,SLOWING OR STOPPING,South,40,No,No,0,UNKNOWN,UNKNOWN,39.1992035,-77.2606635,(39.1992035 -77.2606635)
